WORD;POST_PROB_5;NUM_1_REVIEWS;NUM_5_REVIEWS
cooks;0.666666666666667;1;2
cool;0.894308943089431;13;110
coolant;0.5;1;1
cooler;0.833333333333333;1;5
coolers;0;1;0
coolest;1;0;7
cooling;1;0;5
coon;1;0;1
cooper;1;0;1
cooperate;0.666666666666667;1;2
cooperating;1;0;3
cooperation;1;0;1
cooperative;0.833333333333333;1;5
coordinate;1;0;5
coordinated;0.75;1;3
coordinating;1;0;3
coordination;0.8;1;4
coordinator;1;0;2
copay;0;17;0
copies;0.666666666666667;2;4
coping;1;0;3
copious;1;0;1
copper;1;0;1
cops;0.5;2;2
copy;0.214285714285714;11;3
cord;0.2;4;1
cordial;1;0;14
cords;0;2;0
core;0.8;1;4
corkage;1;0;1
corn;0.5;3;3
cornbread;0.75;1;3
corner;0.771428571428572;8;27
corners;0.777777777777778;2;7
corny;1;0;1
corp;1;0;2
corporate;0.181818181818182;18;4
corporation;1;0;1
corps;1;0;2
corpus;0.846153846153846;2;11
corral;0.5;1;1
corrals;1;0;1
correct;0.691176470588235;21;47
corrected;0.6;10;15
correcting;0.75;1;3
correction;1;0;2
corrections;0;2;0
corrective;1;0;3
correctly;0.444444444444444;20;16
corrects;1;0;1
correspondence;1;0;2
corresponding;0.5;1;1
corrosion;0;1;0
corrupt;0;3;0
corruption;0;2;0
corsage;1;0;1
corsages;1;0;1
cortege;1;0;1
cortisol;0;1;0
cortisone;1;0;1
corvette;1;0;1
cos;0;1;0
cosigner;0;5;0
cosmetic;0.9;1;9
cosmetologist;1;0;1
cosmetology;1;0;1
cosmic;1;0;2
cosmos;1;0;1
cost;0.576642335766423;58;79
costed;0;1;0
costing;0.8;1;4
costly;0.5;3;3
costs;0.545454545454545;15;18
costume;1;0;4
costumer;0.714285714285714;8;20
costumers;0.666666666666667;1;2
costumes;1;0;1
cots;1;0;1
cottage;0.5;1;1
cottages;1;0;3
cotter;0;1;0
cotton;0.333333333333333;2;1
couch;1;0;3
couches;0.857142857142857;1;6
cougars;1;0;1
cough;0.5;2;2
council;1;0;2
counsel;1;0;2
counseling;1;0;4
counselor;1;0;2
counselors;1;0;4
count;0.758620689655172;7;22
countdown;1;0;1
counted;0.5;2;2
counter;0.352941176470588;22;12
counteract;0;1;0
counterfeit;0;2;0
counters;0.5;1;1
counties;0.25;3;1
counting;0.8;1;4
countless;0.666666666666667;3;6
countries;0;1;0
country;0.878048780487805;5;36
counts;1;0;2
county;0.743589743589744;10;29
coupe;1;0;3
couple;0.881188118811881;24;178
coupled;1;0;2
couples;1;0;1
coupon;0.533333333333333;7;8
coupons;0.181818181818182;9;2
courage;1;0;2
courier;1;0;1
couriers;1;0;2
course;0.831858407079646;19;94
courses;1;0;5
court;0.613636363636364;17;27
courteous;0.985865724381625;4;279
courteously;1;0;5
courtesies;1;0;1
courtesy;0.884615384615385;3;23
courtroom;1;0;1
courts;0.666666666666667;3;6
courtyard;0.666666666666667;2;4
cousin;0.555555555555556;4;5
cove;1;0;2
cover;0.487179487179487;20;19
coverage;0.705882352941176;10;24
covered;0.73015873015873;17;46
covering;0.2;4;1
covers;0.75;2;6
coveted;1;0;1
cow;1;0;1
coward;1;0;1
cowboy;1;0;7
cowboys;1;0;2
cowlick;1;0;1
coworker;1;0;12
coworkers;1;0;10
cozy;1;0;18
cps;0;1;0
crab;0.5;1;1
crack;0.545454545454545;5;6
cracked;0.8;2;8
cracking;0;1;0
cracks;0.857142857142857;1;6
craft;1;0;23
crafted;1;0;5
crafts;1;0;6
craftsman;1;0;3
craftsmanship;1;0;16
craftsmen;1;0;1
crafty;1;0;1
crammed;1;0;1
cramped;0.333333333333333;2;1
cramps;0.5;1;1
crane;1;0;2
cranes;1;0;1
crank;1;0;1
crap;0.375;5;3
crapped;0;1;0
crappy;0;2;0
crash;0.6;2;3
crashing;1;0;1
crate;1;0;1
craters;0;1;0
craved;1;0;1
crawler;1;0;3
crawlers;1;0;1
crawling;1;0;3
crayon;0;1;0
craze;1;0;1
craziest;1;0;1
craziness;0.5;1;1
crazy;0.804347826086957;9;37
cream;0.956521739130435;1;22
creamers;1;0;1
creamy;1;0;3
crease;0;2;0
create;0.923076923076923;2;24
created;0.945945945945946;2;35
creates;1;0;8
creating;0.818181818181818;2;9
creation;1;0;2
creations;1;0;5
creative;1;0;43
creatively;1;0;2
creatives;1;0;1
creativity;1;0;12
creator;1;0;2
cred;1;0;1
credentials;0.333333333333333;2;1
credible;1;0;3
credit;0.709183673469388;57;139
credited;0;2;0
creditor;1;0;1
creditors;1;0;1
credits;0.5;2;2
creek;0.854166666666667;7;41
creeks;0.5;1;1
creep;0.333333333333333;2;1
creeping;1;0;1
creepy;1;0;4
cremated;1;0;1
creme;1;0;4
creole;0;1;0
crept;1;0;1
crew;0.985507246376811;3;204
crews;0.827586206896552;5;24
crick;1;0;2
cricket;0.2;4;1
crickets;1;0;2
cried;0.833333333333333;2;10
crime;0.5;1;1
criminal;0.814814814814815;5;22
criminals;1;0;1
crippled;0.5;2;2
crisis;0.8;1;4
crisp;1;0;2
crispier;1;0;1
crispy;1;0;5
criteria;1;0;1
critical;0.875;2;14
critically;1;0;1
criticism;0;1;0
criticisms;1;0;1
criticizing;1;0;1
critiques;1;0;1
critters;1;0;1
crook;0;4;0
crooked;0.166666666666667;5;1
crooks;0;12;0
cross;0.75;3;9
crossed;0.666666666666667;2;4
crossing;0.5;2;2
crosswinds;1;0;2
crouch;1;0;1
crowd;1;0;5
crowded;0.851851851851852;4;23
crowding;1;0;3
crown;1;0;39
crowns;1;0;24
crucial;1;0;4
crucially;1;0;2
crude;1;0;1
cruel;0.5;1;1
cruise;1;0;3
cruiser;1;0;1
cruisers;0;1;0
crumble;1;0;1
crunch;1;0;3
crunchy;0.666666666666667;1;2
crush;0.5;1;1
crushed;0.5;1;1
crust;1;0;2
crux;1;0;1
cry;0.714285714285714;4;10
crying;0.111111111111111;16;2
crystal;0.942857142857143;2;33
crystals;0.833333333333333;1;5
ct;1;0;3
cubicles;1;0;1
cuboid;1;0;1
cucumber;1;0;3
cuff;0;1;0
cuffs;0;1;0
cuisine;1;0;4
culinary;0;1;0
cultivated;1;0;1
cultural;0;1;0
culturally;1;0;3
culture;0.904761904761905;2;19
cultures;0.5;1;1
cumulative;1;0;1
cup;0.692307692307692;4;9
cupcakes;1;0;6
cups;0.636363636363636;4;7
curated;1;0;1
curb;0.6;2;3
curbside;0.666666666666667;1;2
cure;1;0;1
cured;0.8;1;4
curious;0.875;1;7
curly;0.8;1;4
currency;1;0;2
current;0.905660377358491;5;48
currently;0.770833333333333;11;37
curricula;1;0;1
curricular;1;0;2
curriculum;1;0;27
curry;0.833333333333333;3;15
curse;0;1;0
cursed;0;1;0
cursing;0;3;0
curve;1;0;2
curves;1;0;1
curvy;1;0;1
cushion;1;0;1
cushioning;1;0;1
cussing;0;1;0
custard;1;0;1
custody;0.8;1;4
custom;0.983240223463687;3;176
customer;0.807742782152231;293;1231
customers;0.613733905579399;90;143
customize;1;0;2
customized;0.857142857142857;1;6
customizing;1;0;2
customs;0.666666666666667;1;2
cut;0.742268041237113;50;144
cute;0.939393939393939;2;31
cuter;1;0;1
cutest;1;0;3
cuticle;0.666666666666667;1;2
cuticles;0.666666666666667;1;2
cutoff;0;1;0
cutouts;0;2;0
cuts;0.931034482758621;2;27
cutter;1;0;4
cutting;0.864864864864865;5;32
cycle;0.666666666666667;1;2
cycling;0.666666666666667;1;2
cylinder;1;0;1
cypress;0.777777777777778;2;7
cyst;1;0;1
cắt;1;0;1
dachshund;1;0;1
dad;0.795918367346939;10;39
daddy;0.166666666666667;5;1
dads;0.5;4;4
daily;0.941176470588235;4;64
daiquiri;0;2;0
daiquiris;1;0;1
daisy;1;0;17
dale;1;0;1
dalmatian;1;0;2
damage;0.836538461538462;17;87
damaged;0.765957446808511;11;36
damages;0.285714285714286;10;4
damaging;0.5;1;1
damn;0.25;12;4
damp;0;1;0
dampers;0;2;0
dance;1;0;36
dancer;1;0;2
dancers;0.25;3;1
dances;1;0;1
dancing;1;0;8
dang;0.5;1;1
danger;1;0;5
dangerous;0;2;0
dangerously;0;2;0
dangling;0;1;0
dank;1;0;1
dapper;1;0;1
dare;0.333333333333333;2;1
dark;0.56;11;14
darkest;1;0;3
darkness;0;1;0
darling;1;0;1
darn;1;0;2
dart;1;0;2
dash;0.5;1;1
dashiki;1;0;1
data;1;0;4
database;1;0;1
date;0.683673469387755;31;67
dated;0.2;4;1
dates;0.666666666666667;3;6
dating;0;1;0
daughter;0.807594936708861;76;319
daughters;0.896551724137931;6;52
daunting;1;0;1
dawdling;1;0;1
dawn;1;0;1
day;0.77069457659372;241;810
daycare;0.83495145631068;17;86
days;0.60632183908046;137;211
db;1;0;1
dc;0.6;2;3
dd;1;0;2
deactivate;0;2;0
deactivated;0;1;0
dead;0.75;7;21
deadline;0.8;2;8
deadlines;1;0;5
deadly;1;0;1
deaf;0.6;2;3
deal;0.774869109947644;43;148
dealer;0.703703703703704;8;19
dealers;1;0;2
dealership;0.880952380952381;5;37
dealerships;1;0;6
dealing;0.666666666666667;29;58
dealings;0.555555555555556;4;5
deals;0.875;4;28
dealt;0.767857142857143;13;43
dean;1;0;2
deans;1;0;1
dear;0.833333333333333;1;5
dearly;1;0;2
death;0.769230769230769;3;10
deaths;1;0;1
debate;1;0;2
debating;0;1;0
debilitated;1;0;1
debilitating;0.5;1;1
debit;0.272727272727273;8;3
debris;1;0;5
debt;1;0;5
debunking;1;0;1
decade;0.857142857142857;2;12
decades;1;0;12
decaying;0;1;0
deceitful;0;2;0
deceiving;0;1;0
decency;0;5;0
decent;0.666666666666667;10;20
deceptive;0;4;0
decide;0.769230769230769;6;20
decided;0.672955974842767;52;107
decides;0.5;1;1
deciding;1;0;11
decision;0.85;15;85
decisions;0.971428571428572;1;34
deck;0.941176470588235;1;16
decking;1;0;11
declaration;0;2;0
declared;0.333333333333333;2;1
declaring;1;0;1
decline;0;1;0
declined;0.0769230769230769;12;1
declining;1;0;2
decompress;1;0;1
decor;0.9;2;18
decorated;1;0;6
decorating;1;0;2
decoration;1;0;2
decorations;1;0;4
decorator;1;0;1
decrease;0.75;1;3
decreased;1;0;1
decree;1;0;2
dedicate;1;0;1
dedicated;0.947368421052632;3;54
dedicating;1;0;1
dedication;1;0;25
deducted;0;2;0
deductible;0.416666666666667;7;5
deduction;1;0;1
deem;1;0;3
deemed;1;0;1
deep;0.772727272727273;15;51
deepen;1;0;2
deeper;1;0;3
deepest;1;0;1
deeply;0.6;2;3
deer;0.5;8;8
deescalate;1;0;1
def;0.894736842105263;2;17
defeated;1;0;1
defect;0.666666666666667;1;2
defected;0;2;0
defective;0;2;0
defects;1;0;1
defend;0.875;1;7
defended;1;0;2
defender;1;0;1
defending;0.5;1;1
defense;0.952380952380952;1;20
defensive;0.666666666666667;1;2
defer;0.428571428571429;4;3
deferred;0;1;0
defiantly;1;0;8
deficiencies;1;0;3
deficiency;0.333333333333333;2;1
defies;1;0;2
defined;1;0;2
definite;1;0;2
definitely;0.95928338762215;50;1178
definition;0.75;1;3
definitions;1;0;1
definitive;1;0;1
defrost;1;0;1
degenerating;1;0;1
degree;0.777777777777778;2;7
degrees;1;0;2
dehumidifiers;0.8;1;4
dehydrated;0.5;2;2
dehydration;1;0;1
delay;0.466666666666667;8;7
delayed;0.555555555555556;8;10
delays;0.863636363636364;3;19
delete;0.5;2;2
deleted;0;2;0
deli;0;1;0
deliberate;1;0;2
deliberately;1;0;1
delicate;1;0;5
delicious;1;0;120
deliciously;1;0;1
delight;1;0;16
delighted;1;0;8
delightful;1;0;11
delinquent;1;0;1
deliver;0.703703703703704;16;38
deliverance;1;0;2
delivered;0.888059701492537;15;119
deliveries;1;0;2
delivering;0.538461538461538;6;7
delivers;0.916666666666667;1;11
delivery;0.796610169491525;12;47
delta;1;0;1
deluxe;1;0;5
delving;1;0;1
demand;0.5;2;2
demanded;0.333333333333333;2;1
demanding;0.818181818181818;2;9
demands;0.6;2;3
demeaning;0;1;0
demeanor;0.789473684210526;4;15
dementia;1;0;1
demise;0;1;0
demo;1;0;1
demolished;1;0;1
demonstrate;1;0;4
demonstrated;1;0;6
demonstrates;1;0;2
demonstrating;1;0;1
demonstration;0.5;1;1
denial;0.666666666666667;1;2
denials;1;0;1
denied;0.363636363636364;14;8
denies;0;2;0
denomination;1;0;2
denominations;1;0;1
dent;0.666666666666667;1;2
dental;0.964221824686941;20;539
dented;1;0;2
dentist;0.912;44;456
dentistry;0.925233644859813;8;99
dentists;0.893939393939394;7;59
dentures;1;0;5
deny;0.25;3;1
denying;0;2;0
deodorant;1;0;1
deodorize;0;1;0
deodorizing;0;2;0
departed;1;0;2
departing;0;1;0
department;0.627450980392157;19;32
departments;1;0;1
departure;1;0;1
depend;0.9;1;9
dependability;1;0;3
dependable;0.974358974358974;1;38
depended;1;0;1
dependent;1;0;2
depending;1;0;2
depends;0;1;0
depicting;1;0;1
depictions;1;0;1
deplorable;0;2;0
deploy;0;1;0
deployed;0.5;1;1
deportment;1;0;2
deposit;0.1;36;4
deposited;0.25;3;1
depositing;0;2;0
deposition;1;0;4
depositions;1;0;1
deposits;0.5;2;2
depot;1;0;4
depreciated;0;1;0
depressed;0.5;1;1
depressing;0.25;3;1
depression;0.8;1;4
dept;0.142857142857143;6;1
depth;1;0;11
deputy;1;0;1
dermatologist;0.666666666666667;1;2
dermatology;1;0;11
derrick;1;0;15
derricks;1;0;1
describe;0.857142857142857;2;12
described;0.625;3;5
describes;1;0;1
describing;1;0;2
description;0.333333333333333;4;2
descriptive;1;0;1
desert;0.333333333333333;2;1
deserts;1;0;1
deserve;0.685714285714286;11;24
deserved;1;0;6
deserves;0.91304347826087;2;21
deserving;0.666666666666667;1;2
design;0.951111111111111;11;214
designated;0.5;1;1
designed;0.958333333333333;2;46
designer;1;0;31
designers;1;0;8
designing;1;0;16
designs;0.9;4;36
desirable;1;0;1
desire;0.818181818181818;2;9
desired;0.714285714285714;2;5
desires;1;0;7
desiring;1;0;1
desk;0.697183098591549;43;99
desks;0.666666666666667;1;2
desolate;0;1;0
desperate;0.857142857142857;1;6
desperately;0.833333333333333;1;5
desperation;1;0;1
despicable;0;4;0
despises;1;0;1
despite;0.724137931034483;8;21
despot;0;1;0
despotic;0;1;0
dessert;1;0;3
desserts;1;0;4
destination;0.666666666666667;2;4
destroy;0;4;0
destroyed;0.625;3;5
destroyers;0;1;0
destroying;1;0;1
destructive;1;0;1
detached;0.75;1;3
detail;0.972850678733032;6;215
detailed;0.959183673469388;4;94
detailing;0.666666666666667;2;4
details;0.943181818181818;5;83
detect;1;0;1
detected;0.5;1;1
detective;1;0;1
detector;0.5;2;2
deteriorated;1;0;3
determination;0;1;0
determine;0.909090909090909;1;10
determined;0.916666666666667;1;11
determines;1;0;1
detox;0.5;1;1
detrimental;1;0;1
devastated;0.8;1;4
devastating;1;0;2
devastation;1;0;1
develop;0.8125;3;13
developed;0.863636363636364;3;19
developer;1;0;3
developers;1;0;1
developing;1;0;10
development;0.941176470588235;1;16
developmental;0.5;1;1
developments;1;0;1
develops;1;0;3
deviated;1;0;1
device;0.625;3;5
devices;0.833333333333333;1;5
devil;0.5;1;1
devoted;1;0;6
devotes;1;0;1
devotion;1;0;1
devout;1;0;1
diabetes;0.4;3;2
diabetic;1;0;3
diagnose;0.68;8;17
diagnosed;0.866666666666667;8;52
diagnoses;0.8;1;4
diagnosing;1;0;2
diagnosis;0.725;11;29
diagnostic;0.727272727272727;3;8
diagnostician;1;0;1
diagnostics;0.714285714285714;2;5
dial;0.8;1;4
dialed;0.5;1;1
dialing;0;2;0
dialysis;0;5;0
diamond;0.857142857142857;1;6
diamonds;0.8;1;4
diaper;0.6;2;3
diarrhea;0.5;1;1
dice;0;2;0
dick;0;1;0
dictated;1;0;1
died;0.5;4;4
diesel;0.823529411764706;3;14
diet;0;1;0
dietary;1;0;1
diets;1;0;1
diff;1;0;1
difference;0.814814814814815;15;66
differences;1;0;4
different;0.750759878419453;82;247
differentiate;1;0;1
differently;0.75;1;3
difficult;0.873684210526316;12;83
difficulties;1;0;6
difficulty;0.857142857142857;1;6
diffuse;0;1;0
digestive;1;0;2
digging;1;0;8
digital;1;0;10
dignity;1;0;3
dilate;1;0;1
dilated;0.5;2;2
diligence;1;0;6
diligent;0.941176470588235;1;16
diligently;1;0;11
dim;1;0;11
dime;0.666666666666667;4;8
dimensions;0;5;0
dimer;0;1;0
dimes;0;1;0
diminish;1;0;1
dine;0.5;1;1
ding;1;0;2
dingy;0.2;4;1
dining;0.9375;1;15
dinner;0.777777777777778;4;14
dinning;1;0;1
dinosaur;0;1;0
dinosaurs;1;0;1
diocese;1;0;1
dip;0.933333333333333;1;14
diploma;0.444444444444444;5;4
dipped;0;1;0
dipping;1;0;4
dire;0.666666666666667;1;2
direct;0.916666666666667;1;11
directed;0.5;3;3
directing;1;0;3
direction;0.84;4;21
directional;0.666666666666667;1;2
directions;0.615384615384615;5;8
directives;1;0;1
directly;0.777777777777778;8;28
director;0.723076923076923;18;47
directors;0.846153846153846;2;11
directory;1;0;2
dirt;0.428571428571429;4;3
dirty;0.3;21;9
dis;1;0;2
disabilities;0.6;2;3
disability;0.5;1;1
disabled;0.454545454545455;6;5
disabling;1;0;1
disagree;0;2;0
disagreement;1;0;1
disagrees;0.5;1;1
disappear;1;0;1
disappeared;0.666666666666667;2;4
disappearing;1;0;1
disappears;0;1;0
disappoint;0.961538461538462;1;25
disappointed;0.717948717948718;44;112
disappointing;0.1;18;2
disappointment;0.5;5;5
disappoints;1;0;6
disassembling;1;0;1
disaster;0.6;4;6
disastrous;1;0;2
disbelief;0.666666666666667;1;2
disc;0.727272727272727;3;8
discarded;0;2;0
discharge;1;0;2
discharged;0.5;1;1
discipline;1;0;38
disciplined;0.857142857142857;1;6
disciplines;1;0;2
disclaimer;1;0;1
disclose;0.333333333333333;2;1
disclosed;0;3;0
discloses;1;0;1
disclosure;0;1;0
disco;0;1;0
discoloration;1;0;5
discomfort;1;0;9
disconnect;0.666666666666667;1;2
disconnected;0.25;3;1
discord;1;0;1
discos;0;3;0
discount;0.757575757575758;8;25
discounted;1;0;3
discounts;1;0;6
discouraged;0.5;1;1
discouraging;1;0;1
discover;1;0;5
discovered;0.807692307692308;5;21
discoveries;1;0;1
discovering;1;0;2
discredit;0;1;0
discreet;0.666666666666667;1;2
discrepancy;1;0;1
discrete;0.5;1;1
discretion;1;0;1
discriminate;0;1;0
discriminated;0;4;0
discriminates;0;1;0
discriminating;1;0;1
discrimination;0;3;0
discs;0.25;3;1
discuss;0.681818181818182;14;30
discussed;0.68;8;17
discusses;1;0;1
discussing;0.444444444444444;5;4
discussion;0.8;2;8
discussions;1;0;2
disdain;0;1;0
disease;0.45;11;9
disfigured;1;0;1
disgrace;0;4;0
disgraceful;0;2;0
disgruntled;0;1;0
disguise;0.666666666666667;1;2
disgusted;0;6;0
disgusting;0.0666666666666667;14;1
disgustingly;0;1;0
disgusts;0;1;0
dish;0.6;2;3
dished;1;0;1
dishes;1;0;16
dishonest;0.214285714285714;11;3
dishwasher;0.645161290322581;11;20
disinfectant;1;0;1
disinfected;1;0;2
disinfecting;1;0;1
disinfection;0;1;0
disk;0.333333333333333;2;1
dislike;0.333333333333333;2;1
dislikes;1;0;1
dismal;1;0;1
dismiss;0.8;2;8
dismissal;0.75;1;3
dismissed;0.933333333333333;4;56
dismissing;0;1;0
dismissive;0;8;0
disorder;0;3;0
disorganized;0.25;3;1
disparaging;0;1;0
dispatch;1;0;1
dispatched;0.666666666666667;1;2
dispatcher;1;0;1
dispelled;1;0;1
dispenser;1;0;1
displaced;0;1;0
display;0.933333333333333;1;14
displayed;0.923076923076923;1;12
displays;1;0;8
disposable;1;0;2
disposal;0.875;1;7
disposed;0.5;1;1
disposition;1;0;2
disproves;1;0;1
dispute;0.142857142857143;6;1
disputed;0.5;1;1
disputes;0.5;1;1
disputing;1;0;2
disregard;0.2;4;1
disregarded;0;1;0
disregarding;0.5;1;1
disrespect;0;1;0
disrespected;0;5;0
disrespectful;0.181818181818182;18;4
disrespectfully;0;1;0
disrespecting;0;1;0
disrupting;1;0;1
disruption;1;0;1
dissatisfied;0.25;6;2
dissection;0;1;0
distal;1;0;1
distance;0.791666666666667;5;19
distanced;1;0;2
distancing;0.833333333333333;1;5
distant;1;0;1
distinction;0.5;1;1
distinguished;1;0;1
distorted;1;0;1
distract;1;0;2
distracted;0.75;1;3
distraction;1;0;2
distractions;1;0;3
distress;1;0;1
distributed;1;0;1
distribution;0.75;1;3
district;0.6;4;6
districts;1;0;1
distrustful;0;1;0
disturb;1;0;1
disturbing;0.5;2;2
disturbs;0;1;0
ditch;1;0;1
div;0;2;0
dive;0.842105263157895;3;16
diver;1;0;2
diverse;1;0;7
diversity;0.4;3;2
diverted;1;0;1
divination;1;0;1
diving;1;0;8
division;0;3;0
divorce;0.75;2;6
divorced;1;0;3
divots;0;1;0
divulge;0;1;0
dizziness;1;0;1
dizzy;0;2;0
doable;1;0;1
doberman;1;0;1
doc;0.857142857142857;5;30
docents;1;0;2
dock;0.857142857142857;1;6
docking;0;1;0
docs;0.6;4;6
doctor;0.683195592286501;230;496
doctors;0.788546255506608;48;179
doctrine;1;0;2
document;0.833333333333333;2;10
documentation;0.5;4;4
documented;0.6;2;3
documents;0.688888888888889;14;31
dodge;0.818181818181818;2;9
dodged;0.333333333333333;2;1
doe;0.5;1;1
doghouse;1;0;1
dogs;0.897435897435898;12;105
dole;1;0;1
dollar;0.523809523809524;10;11
dollars;0.241379310344828;44;14
dolly;0.5;1;1
dolphins;1;0;2
domain;1;0;14
domestic;0.833333333333333;1;5
domestically;1;0;1
dominate;1;0;1
dominion;0.96551724137931;2;56
dominions;1;0;1
dona;1;0;4
donate;1;0;3
donated;1;0;1
donating;1;0;1
donations;1;0;2
donkey;0;1;0
donor;1;0;1
donuts;1;0;4
doorman;1;0;1
doors;0.625;15;25
doorway;1;0;1
dope;1;0;3
dormer;1;0;2
dormers;1;0;1
dosage;0.777777777777778;2;7
dose;0.25;3;1
dosed;1;0;1
doses;0.5;1;1
dot;1;0;4
dotted;1;0;1
double;0.318181818181818;15;7
doubled;1;0;2
doubles;0.5;1;1
doubt;0.82;9;41
doubted;0;1;0
doubtful;1;0;2
doubts;1;0;11
douche;0;1;0
dough;1;0;1
doughnut;1;0;1
doughnuts;1;0;2
dousing;0;1;0
doves;1;0;1
downed;0;1;0
downfall;1;0;1
downhill;0;1;0
download;1;0;2
downright;0.666666666666667;2;4
downs;1;0;3
downside;1;0;2
downsize;1;0;1
downstairs;1;0;2
downtown;0.857142857142857;5;30
downward;0;1;0
dozed;0;1;0
dozen;0.818181818181818;2;9
dozens;0.833333333333333;1;5
drab;0;1;0
draft;0;3;0
drafted;1;0;1
drag;0.666666666666667;1;2
dragging;0.8;1;4
drags;0;1;0
drain;0.5625;7;9
drained;1;0;2
draining;1;0;5
drains;1;0;2
drake;1;0;1
drama;1;0;4
dramatic;0.833333333333333;1;5
dramatically;1;0;2
drank;0.5;1;1
drastic;0;1;0
drastically;0.5;2;2
draw;0.6;2;3
drawback;1;0;1
drawer;0.5;1;1
drawers;0.5;2;2
drawing;1;0;5
drawings;1;0;2
drawn;0.571428571428571;3;4
dread;0.666666666666667;1;2
dreaded;1;0;6
dreadful;1;0;2
dreading;0.5;1;1
dreads;1;0;1
dream;0.894736842105263;4;34
dreamed;1;0;1
dreaming;1;0;2
dreamlike;1;0;1
dreams;1;0;10
dreamy;1;0;1
dredge;1;0;2
drenched;1;0;1
dress;0.8;3;12
dressed;0;3;0
dresser;0.8;1;4
dressers;0;1;0
dresses;0.727272727272727;3;8
dressing;0.333333333333333;2;1
drew;0.833333333333333;1;5
dried;0.75;1;3
drift;1;0;1
drill;0.5;2;2
drilled;0.666666666666667;1;2
drilling;0.75;1;3
drills;1;0;2
drink;0.852941176470588;5;29
drinker;1;0;1
drinking;1;0;3
drinks;0.790322580645161;13;49
drip;0.6;2;3
dripping;0;1;0
drive;0.720779220779221;43;111
driven;0.733333333333333;4;11
driver;0.529411764705882;24;27
drivers;0.37037037037037;17;10
drives;0.857142857142857;1;6
driveshaft;1;0;2
driveway;0.764705882352941;8;26
driving;0.59375;26;38
drone;1;0;2
droned;1;0;1
drooling;0;1;0
drop;0.810810810810811;14;60
dropped;0.58695652173913;19;27
dropping;0.65;7;13
drops;0.333333333333333;2;1
drought;1;0;1
drove;0.463414634146341;22;19
droves;1;0;1
drowned;1;0;1
drowning;0.666666666666667;1;2
drugs;0.333333333333333;6;3
drugstore;1;0;2
drunk;0.5;1;1
drunken;1;0;4
dry;0.757142857142857;17;53
dryer;0.991071428571429;1;111
dryers;0.8;1;4
drying;0.888888888888889;1;8
dryness;1;0;1
drywall;1;0;2
dual;1;0;2
dubbed;1;0;1
duck;1;0;3
ducks;1;0;1
duct;1;0;13
ducting;1;0;1
ducts;1;0;7
dudes;1;0;1
duds;0.5;1;1
due;0.709844559585492;56;137
dues;0;1;0
dug;1;0;4
duh;0;1;0
duke;1;0;3
dull;1;0;1
dumb;0.444444444444444;5;4
dumbbells;1;0;1
dumbest;0;1;0
dump;0;4;0
dumping;0;1;0
dumplings;1;0;5
dumpster;0;1;0
dungeon;0;1;0
duo;1;0;4
duper;1;0;1
duplex;0;1;0
duplicate;1;0;1
durability;0;1;0
durable;0;1;0
duration;0.8;1;4
dust;0.538461538461538;6;7
dusted;0;1;0
dusty;0.5;1;1
duties;1;0;3
dutiful;1;0;1
duty;0.75;4;12
dwarfed;0;1;0
dwellers;1;0;1
dwelling;0;1;0
dying;0.5;2;2
dynamic;1;0;6
dynamics;1;0;1
dynamite;1;0;8
dyslexia;1;0;2
dyslexic;1;0;1
eager;0.944444444444444;1;17
eagerly;1;0;3
eagerness;0.666666666666667;1;2
eagle;0.75;2;6
eagles;1;0;1
ear;0.571428571428571;9;12
earache;0;1;0
earful;1;0;1
earl;1;0;2
earlier;0.657894736842105;13;25
earliest;0.5;3;3
early;0.675675675675676;36;75
earn;0.888888888888889;1;8
earned;0.68;8;17
earnest;0.947368421052632;1;18
earning;1;0;1
earring;0;1;0
earrings;0.8;1;4
ears;0.636363636363636;4;7
earth;0.980392156862745;1;50
ease;1;0;120
eased;1;0;11
eases;1;0;1
easier;0.894736842105263;4;34
easiest;0.882352941176471;2;15
easily;0.847826086956522;7;39
easing;1;0;1
east;0.826086956521739;4;19
eastern;0.5;3;3
easy;0.97179125528914;20;689
eat;0.65625;22;42
eaten;0.8;1;4
eatery;0.666666666666667;1;2
eating;0.7;3;7
eats;1;0;1
eccentric;1;0;1
echo;0;1;0
echoing;0;2;0
echos;1;0;1
eclectic;1;0;1
eclipse;1;0;1
economic;0;3;0
economical;1;0;1
economically;1;0;1
economy;0;2;0
ecstatic;1;0;3
ecu;0;1;0
eczema;1;0;2
eddies;1;0;9
edge;0.95;1;19
edged;1;0;1
edges;0.75;1;3
edging;1;0;3
edgy;1;0;1
edible;0;1;0
edit;0.6;2;3
edited;1;0;2
editing;0.75;1;3
edition;1;0;1
eds;1;0;1
educate;0.947368421052632;1;18
educated;0.933333333333333;2;28
educates;1;0;2
educating;1;0;8
education;0.948717948717949;2;37
educational;0.952380952380952;1;20
educator;0.8;1;4
educators;1;0;5
eff;0;1;0
effect;0.727272727272727;3;8
effected;0.666666666666667;1;2
effecting;0;1;0
effective;0.938775510204082;3;46
effectively;0.8;2;8
effectiveness;0.75;1;3
effects;0.916666666666667;1;11
efficacy;1;0;1
efficiency;0.9;1;9
efficient;0.986111111111111;4;284
efficiently;1;0;41
effort;0.872340425531915;6;41
effortless;1;0;2
effortlessly;1;0;2
efforts;0.882352941176471;2;15
egg;0.5;2;2
egotistical;0;1;0
